OBJECTID;ID_PCT;ID_MST;numero_campo;codigo_estandar;codigo_igm;tipo_subtipo;tipo_muestra;subtipo_muestra;coord_este_bogota;coord_norte_bogota;coord_este1_bta;coord_norte1_bta;latitud;longitud;altitud;origen_coord_original;coord_este_original;coord_norte_original;fecha;testigo;profundidad;profundidad_mayor;escala_muestreo;plancha;cuenca;subcuenca;tipo_celda;pais;departamento;municipio;localidad;ubicacion_geografica;proyecto;responsable;informe;ataque;malla;Preconcentracion;Preservación;Pulverizado;Secado;Tamizado;Triturado;tecnica_medicion;Ag_perc;Ag_ppb;Ag_ppm;Al_perc;Al_ppb;Al_ppm;As_perc;As_ppb;As_ppm;Au_perc;Au_ppb;Au_ppm;B_ppb;B_ppm;Ba_perc;Ba_ppb;Ba_ppm;Be_perc;Be_ppb;Be_ppm;Bi_perc;Bi_ppb;Bi_ppm;Br_perc;Br_ppb;Br_ppm;C_perc;Ca_perc;Ca_ppb;Ca_ppm;CaCO3_perc;Cd_perc;Cd_ppb;Cd_ppm;Ce_ppb;Ce_ppm;Cl_perc;Cl_ppm;Co_perc;Co_ppb;Co_ppm;Cr_perc;Cr_ppb;Cr_ppm;Cs_ppb;Cs_ppm;Cu_perc;Cu_ppb;Cu_ppm;Dy_ppb;Dy_ppm;Er_ppb;Er_ppm;Eu_ppb;Eu_ppm;Fe_perc;Fe_ppb;Fe_ppm;Ga_perc;Ga_ppb;Ga_ppm;Gd_ppb;Gd_ppm;Ge_ppb;Ge_ppm;Hf_ppb;Hf_ppm;Hg_ppb;Hg_ppm;Ho_ppb;Ho_ppm;I_ppb;I_ppm;In_ppb;In_ppm;Ir_ppb;Ir_ppm;K_perc;K_ppb;K_ppm;La_ppb;La_ppm;Li_perc;Li_ppb;Li_ppm;Lu_ppb;Lu_ppm;Mg_perc;Mg_ppb;Mg_ppm;MgCO3_perc;Mn_perc;Mn_ppb;Mn_ppm;Mo_perc;Mo_ppb;Mo_ppm;N_perc;Na_perc;Na_ppb;Na_ppm;Nb_ppb;Nb_ppm;Nd_ppb;Nd_ppm;Ni_perc;Ni_ppb;Ni_ppm;Os_ppb;Os_ppm;P_perc;P_ppm;Pb_perc;Pb_ppb;Pb_ppm;Pd_ppb;Pd_ppm;Pg_perc;Pr_ppb;Pr_ppm;Pt_ppb;Pt_ppm;R2O3_perc;Rb_perc;Rb_ppb;Rb_ppm;Re_ppb;Re_ppm;Ru_ppb;Ru_ppm;S_perc;S_ppm;Sb_perc;Sb_ppb;Sb_ppm;Sc_ppb;Sc_ppm;Se_ppb;Se_ppm;Si_perc;Si_ppb;Si_ppm;Sm_ppb;Sm_ppm;Sn_perc;Sn_ppb;Sn_ppm;Sr_perc;Sr_ppb;Sr_ppm;Ta_perc;Ta_ppb;Ta_ppm;Tb_ppb;Tb_ppm;Te_perc;Te_ppb;Te_ppm;Th_ppb;Th_ppm;Ti_perc;Ti_ppb;Ti_ppm;Tl_ppb;Tl_ppm;Tm_ppb;Tm_ppm;U_ppb;U_ppm;V_ppb;V_ppm;W_perc;W_ppb;W_ppm;Y_perc;Y_ppb;Y_ppm;Yb_ppb;Yb_ppm;Zn_perc;Zn_ppb;Zn_ppm;Zr_perc;Zr_ppb;Zr_ppm;Shape;k/Rb_ppm
116611;;;10-II-A-SL-3;;10-II-A-SL-3;;S: Sedimento;Sedimento de Lecho;1245120;1799417;1245120;1799417;;;;1-Bogotá;1245119,56;1799416,56;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;200,2434;0,2002434;10,01;;100100;;;4,464285;;0,602040816;0,000602041;;50,0;;;808,1;;;1,088;;;0,467867647;;;1,0;;0,39;;3900;;;94,3;0,0943;;39,4;;92,4;;;52,96039985;;;17,1;;1,764;;;14,21;;3,05;;1,79047619;;0,79047619;3,72;;37200;;;10,9;;2,911564626;;;;5,954676;13,26;0,01326;;0,592571429;;;;0,04465;;;3,97;;39700;;20,95238095;;;10,71612;;0,32;0,68;;6800;;;;369,047619;;;2,37;;0,84;;8400;;11,71428571;;18,55055748;;;5,196078431;;;;343,7686275;;;18,972;;;;;5,04;;;;;;85,8;;;;;;908,558;;;0,702952381;;7,9;;1,0;74,62;;746200,0;;3,361344538;;;1,492;;;94,4;;;1,989;;0,53;;;0,3607625;;6,349206349;;;3925,509419;;0,67;;0,30757401;;1,2368952;;75,9047619;;;264,4685;;;17,01268743;;1,912725875;;;40,9;;;192,0;;462,7039627039627
116586;;;3-III-C-SL-6-B;;3-III-C-SL-6-B;;S: Sedimento;Sedimento de Lecho;1267206;1847555;1267206;1847555;;;;1-Bogotá;1267206,07;1847554,55;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;52,05368;0,05205368;6,98;;69800;;;2,853165;;0,265306122;0,000265306;;10,0;;;181,9;;;0,584;;;3,119117647;;;2,0;;2,16;;21600;;;76,4;0,0764;;12,1;;64,6;;;71,22260669;;;800,1;;0,686;;;17,248;;1,46;;0,838095238;;0,428571429;3,87;;38700;;;5,8;;1,224489796;;;;1,682908635;9,69;0,00969;;0,281714286;;;;0,02565;;;0,84;;8400;;6,380952381;;;11,13228;;0,13;9,06;;90600;;;;499,8095238;;;0,52;;1,16;;11600;;2,476190476;;6,247597078;;;324,3137255;;;;183,2215686;;;5,406;;;;;1,575;;;;;;23,3;;;;;;26,264;;;0,195904762;;8,3;;0,0;74,59;;745900,0;;1,307189542;;;0,942;;;81,3;;;1,3158;;0,24;;;0,0562324;;4,948646125;;;1646,289889;;0,17;;0,144175317;;0,5463632;;58,76190476;;;261,8425;;;7,881584006;;0,83621684;;;37,5;;;52,2;;360,51502145922746
116601;;;6-III-A-SL-07A ;;6-III-A-SL-07A ;;S: Sedimento;Sedimento de Lecho;1271769;1818055;1271769;1818055;;;;1-Bogotá;1271769,39;1818054,62;39362;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;143,38772;0,14338772;5,73;;57300;;;4,77834;;0,408163265;0,000408163;;31,0;;;433,0;;;0,7;;;4,158823529;;;1,0;;6,66;;66600;;;1285,4;1,2854;;38,7;;119,2;;;37,10111496;;;46,5;;1,078;;;12,74;;3,12;;1,704761905;;0,885714286;2,65;;26500;;;6,3;;3,047619048;;;;5,744427797;11,22;0,01122;;0,602285714;;;;0,02755;;;1,59;;15900;;21,9047619;;;14,14944;;0,29;0,64;;6400;;;;299,5238095;;;3,48;;0,81;;8100;;7,428571429;;19,41560938;;;15,88235294;;;;1584,813725;;;7,242;;;;;5,04;;;;;;35,0;;;;;;382,984;;;0,334190476;;6,3;;0,0;74,47;;744700,0;;3,361344538;;;1,133;;;163,1;;;1,326;;0,55;;;0,0225302;;3,734827264;;;3301,42253;;0,41;;0,278738947;;2,0564634;;51,14285714;;;186,9005;;;18,26220684;;1,730103806;;;76,3;;;191,6;;454,2857142857143
116598;;;5-III-D-SL-10;;5-III-D-SL-10;;S: Sedimento;Sedimento de Lecho;1235277;1804884;1235277;1804884;;;;1-Bogotá;1235277,16;1804883,53;39209;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;57,23984;0,05723984;10,35;;103500;;;3,847515;;0,265306122;0,000265306;;49,0;;;707,3;;;1,149;;;8,317647059;;;1,0;;0,74;;7400;;;361,2;0,3612;;45,7;;75,0;;;47,38562092;;;33,1;;2,156;;;16,562;;2,71;;1,466666667;;0,80952381;2,83;;28300;;;11,1;;3,011337868;;;;10,50641693;9,69;0,00969;;0,505142857;;;;0,0304;;;2,97;;29700;;24,66666667;;;16,54236;;0,23;0,91;;9100;;;;291,4285714;;;1,81;;1,59;;15900;;10,66666667;;21,81853133;;;12,94117647;;;;415,3470588;;;11,016;;;;;5,88;;;;;;67,9;;;;;;191,884;;;0,576190476;;5,4;;0,0;74,29;;742900,0;;3,641456583;;;1,032;;;73,5;;;1,683;;0,52;;;0,0323057;;6,629318394;;;4279,892349;;0,68;;0,230680507;;1,0457738;;56,19047619;;;253,8635;;;14,60976547;;1,460976547;;;70,0;;;331,2;;437,40795287187035
116606;;;10-I-B-SL-15-B;;10-I-B-SL-15-B;;S: Sedimento;Sedimento de Lecho;1236033;1792098;1236033;1792098;;;;1-Bogotá;1236032,63;1792098,43;;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;50,61308;0,05061308;12,37;;123700;;;5,962215;;0,397959184;0,000397959;;33,0;;;897,7;;;1,365;;;0,145558824;;;2,0;;0,72;;7200;;;163,4;0,1634;;41,2;;79,2;;;33,44867359;;;16,3;;1,862;;;9,114;;2,86;;1,552380952;;0,80952381;2,74;;27400;;;12,7;;2,766439909;;;;10,37319983;12,24;0,01224;;0,553714286;;;;0,04085;;;3,32;;33200;;20,19047619;;;13,94136;;0,29;0,6;;6000;;;;544,6666667;;;1,11;;1,8;;18000;;10,0;;17,10880431;;;6,666666667;;;;274,1117647;;;15,3;;;;;4,725;;;;;;74,5;;;;;;126,322;;;0,403333333;;6,3;;0,0;74,29;;742900,0;;2,987861811;;;1,346;;;135,2;;;1,4076;;0,5;;;0,1274539;;5,508870215;;;2877,931565;;0,49;;0,278738947;;1,1479148;;49,42857143;;;156,8025;;;15,85928489;;1,778162245;;;57,3;;;309,4;;445,63758389261744
116599;;;5-III-D-SL-12A;;5-III-D-SL-12A;;S: Sedimento;Sedimento de Lecho;1226537;1802765;1226537;1802765;;;;1-Bogotá;1226536,68;1802765,22;39209;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;33,614;0,033614;9,29;;92900;;;2,18211;;0,62244898;0,000622449;;11,0;;;863,4;;;0,891;;;4,158823529;;;1,0;;0,86;;8600;;;104,2;0,1042;;33,2;;139,7;;;64,49442522;;;38,2;;0,784;;;15,288;;3,21;;1,828571429;;1,466666667;3,18;;31800;;;11,2;;2,984126984;;;;14,25875775;10,71;0,01071;;0,621714286;;;;0,03895;;;3,35;;33500;;18,66666667;;;8,11512;;0,32;0,56;;5600;;;;568,6666667;;;1,24;;2,06;;20600;;27,61904762;;17,01268743;;;11,47058824;;;;262,9666667;;;12,036;;;;;4,41;;;;;;73,9;;;;;;55,664;;;0,172857143;;6,5;;0,0;74,25;;742500,0;;3,267973856;;;1,854;;;156,8;;;2,5704;;0,55;;;0,0320264;;5,508870215;;;7631,391772;;0,5;;0,297962322;;0,8232464;;79,33333333;;;329,4115;;;17,10880431;;1,903114187;;;54,6;;;395,8;;453,31529093369414
116618;;;10-II-A-SL-6A;;10-II-A-SL-6A;;S: Sedimento;Sedimento de Lecho;1238801;1796553;1238801;1796553;;;;1-Bogotá;1238800,86;1796552,91;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;301,18144;0,30118144;9,58;;95800;;;4,36044;;0,428571429;0,000428571;;20,0;;;3394,0;;;1,197;;;6,238235294;;;1,0;;0,18;;1800;;;145,6;0,1456;;28,9;;142,8;;;70,83813918;;;15,9;;1,764;;;17,248;;2,3;;1,380952381;;0,761904762;1,82;;18200;;;9,9;;2,195011338;;;;5,482415134;13,77;0,01377;;0,466285714;;;;0,0418;;;6,1;;61000;;11,61904762;;;8,42724;;0,27;0,3;;3000;;;;1323,619048;;;1,32;;0,62;;6200;;9,238095238;;13,36024606;;;7,450980392;;;;234,4313725;;;39,984;;;;;3,36;;;;;;109,8;;;;;;76,538;;;0,726;;4,7;;0,0;74,19;;741900,0;;2,614379085;;;9,714;;;85,8;;;2,295;;0,4;;;0,0224371;;6,162464986;;;2660,70742;;0,63;;0,249903883;;1,4652538;;44,66666667;;;370,4175;;;13,93694733;;1,528258362;;;31,8;;;179,4;;555,5555555555555
116580;;;2-IV-D-SL-03A;;2-IV-D-SL-03A;;S: Sedimento;Sedimento de Lecho;1259759;1849998;1259759;1849998;;;;1-Bogotá;1259759,42;1849997,89;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;69,91712;0,06991712;9,3;;93000;;;4,257015;;0,520408163;0,000520408;;14,0;;;632,1;;;1,04;;;0,155955882;;;2,0;;2,04;;20400;;;300,4;0,3004;;51,4;;89,2;;;64,01384083;;;560,9;;1,372;;;27,734;;3,89;;2,295238095;;1,00952381;6,66;;66600;;;11,2;;3,873015873;;;;15,2537222;8,67;0,00867;;0,786857143;;;;0,0418;;;1,6;;16000;;26,19047619;;;11,54844;;0,37;2,68;;26800;;;;901,1428571;;;1,3;;1,52;;15200;;14,57142857;;24,31757017;;;67,35294118;;;;540,4411765;;;10,812;;;;;6,51;;;;;;41,2;;;;;;389,158;;;0,49552381;;10,7;;1,0;73,95;;739500,0;;4,481792717;;;2,077;;;191,7;;;2,346;;0,7;;;0,0904001;;6,909430439;;;6135,044214;;0,33;;0,374855825;;1,385087;;160,7619048;;;307,8985;;;21,72241446;;2,335640138;;;85,8;;;458,0;;388,34951456310677
116619;;;10-II-A-SL-6B;;10-II-A-SL-6B;;S: Sedimento;Sedimento de Lecho;1237337;1796025;1237337;1796025;;;;1-Bogotá;1237336,54;1796024,9;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;102,37864;0,10237864;9,1;;91000;;;2,087925;;0,295918367;0,000295918;;29,0;;;1585,4;;;1,07;;;6,238235294;;;1,0;;2,19;;21900;;;76,0;0,076;;30,5;;142,7;;;57,09342561;;;20,4;;1,96;;;10,388;;1,96;;1,180952381;;0,619047619;2,0;;20000;;;8,7;;2,10430839;;;;6,915274583;9,69;0,00969;;0,398285714;;;;0,0266;;;5,51;;55100;;15,33333333;;;9,15552;;0,22;0,44;;4400;;;;272,6666667;;;0,64;;0,92;;9200;;9,80952381;;14,80199923;;;6,568627451;;;;240,3882353;;;9,384;;;;;4,095;;;;;;109,2;;;;;;103,978;;;0,47247619;;3,8;;9,0;73,86;;738600,0;;2,427637722;;;1,05;;;107,0;;;2,0094;;0,37;;;0,0385434;;5,322128852;;;2774,798155;;0,54;;0,201845444;;1,2524024;;42,28571429;;;316,6855;;;11,82237601;;1,345636294;;;20,9;;;232,4;;504,57875457875457
116616;;;10-II-A-SL-5A;;10-II-A-SL-5A;;S: Sedimento;Sedimento de Lecho;1249789;1800023;1249789;1800023;;;;1-Bogotá;1249788,5;1800023,07;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;59,25668;0,05925668;3,08;;30800;;;1,900815;;0,56122449;0,000561224;;41,0;;;505,4;;;0,544;;;6,238235294;;;0,0;;0,34;;3400;;;48,1;0,0481;;23,0;;64,5;;;130,6228374;;;18,3;;0,882;;;8,722;;1,47;;0,847619048;;0,580952381;1,3;;13000;;;4,8;;1,569160998;;;;7,221841885;11,22;0,01122;;0,281714286;;;;0,01995;;;1,61;;16100;;13,42857143;;;11,23632;;0,14;0,15;;1500;;;;131,7142857;;;0,99;;0,67;;6700;;5,619047619;;10,57285659;;;5,0;;;;95,11764706;;;9,078;;;;;2,94;;;;;;44,7;;;;;;49,0;;;0,276571429;;2,7;;9,0;73,73;;737300,0;;1,774042951;;;0,955;;;61,7;;;1,1016;;0,28;;;0,0222509;;3,174603175;;;1906,382161;;0,31;;0,134563629;;0,7672544;;28,0;;;679,9825;;;7,977700884;;0,865051903;;;20,0;;;243,9;;360,1789709172259
116629;;;10-II-A-SL-13 ;;10-II-A-SL-13 ;;S: Sedimento;Sedimento de Lecho;1246570;1792490;1246570;1792490;;;;1-Bogotá;1246569,67;1792490,06;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;148,28576;0,14828576;12,61;;126100;;;3,847515;;0,510204082;0,000510204;;56,0;;;620,3;;;0,97;;;0,17675;;;1,0;;0,96;;9600;;;106,8;0,1068;;37,6;;123,5;;;46,23221838;;;13,4;;1,568;;;12,838;;2,69;;1,428571429;;0,838095238;3,5;;35000;;;11,9;;2,757369615;;;;6,677368584;12,75;0,01275;;0,495428571;;;;0,0399;;;2,87;;28700;;17,80952381;;;15,18984;;0,23;0,98;;9800;;;;599,047619;;;0,84;;2,55;;25500;;8,571428571;;17,30103806;;;6,568627451;;;;340,3098039;;;18,36;;;;;4,62;;;;;;62,8;;;;;;108,486;;;0,760571429;;6,9;;0,0;73,27;;732700,0;;3,174603175;;;1,153;;;152,7;;;1,5912;;0,48;;;0,0987791;;4,481792717;;;3473,087274;;0,42;;0,240292195;;0,830564;;68,76190476;;;235,1785;;;13,93694733;;1,480199923;;;59,4;;;216,8;;457,00636942675163
116549;;;2-IV-D-SU-11;;2-IV-D-SU-11;;S: Sedimento;Suelo;1253458;1844923;1253458;1844923;;;;1-Bogotá;1253457,66;1844922,76;39176;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;63,96264;0,06396264;12,23;;122300;;;1,715385;;0,37755102;0,000377551;;12,0;;;708,6;;;1,153;;;0,187147059;;;4,0;;1,98;;19800;;;151,6;0,1516;;53,0;;85,7;;;29,60399846;;;83,5;;1,764;;;16,268;;3,36;;1,914285714;;1,180952381;2,96;;29600;;;13,2;;3,746031746;;;;9,052101115;13,77;0,01377;;0,631428571;;;;0,02945;;;2,1;;21000;;27,42857143;;;13,21308;;0,33;0,89;;8900;;;;345,3333333;;;1,14;;2,02;;20200;;10,28571429;;25,18262207;;;18,52941176;;;;325,8980392;;;9,588;;;;;6,72;;;;;;53,0;;;;;;93,786;;;0,149809524;;6,7;;0,0;72,74;;727400,0;;4,481792717;;;1,051;;;267,5;;;1,2852;;0,64;;;0,0285817;;7,00280112;;;2681,468666;;0,34;;0,317185698;;1,423002;;56,0;;;141,7535;;;18,4544406;;2,028066128;;;46,6;;;222,7;;396,22641509433964
116556;;;2-IV-B-SL-2;;2-IV-B-SL-2;;S: Sedimento;Sedimento de Lecho;1256447;1858533;1256447;1858533;;;;1-Bogotá;1256447,42;1858532,99;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;133,20748;0,13320748;11,8;;118000;;;8,962485;;0,224489796;0,00022449;;53,0;;;364,6;;;1,478;;;0,207941176;;;4,0;;0,66;;6600;;;137,0;0,137;;49,9;;441,2;;;32,58362168;;;82,7;;3,724;;;13,916;;4,09;;2,266666667;;0,866666667;4,24;;42400;;;10,2;;3,882086168;;;;9,712197476;12,75;0,01275;;0,786857143;;;;0,0513;;;1,8;;18000;;25,14285714;;;28,29888;;0,4;0,82;;8200;;;;362,3809524;;;1,16;;1,01;;10100;;10,0952381;;22,49134948;;;24,80392157;;;;610,2901961;;;16,932;;;;;6,09;;;;;;59,8;;;;;;1970,192;;;0,334190476;;8,1;;0,0;72,49;;724900,0;;4,201680672;;;5,469;;;110,9;;;1,326;;0,72;;;0,0499016;;8,1232493;;;3328,623606;;0,47;;0,384467512;;2,270175;;82,95238095;;;120,1395;;;22,77970012;;2,402921953;;;81,7;;;345,7;;301,0033444816054
116630;;;10-II-A-SL-14A;;10-II-A-SL-14A;;S: Sedimento;Sedimento de Lecho;1246614;1792502;1246614;1792502;;;;1-Bogotá;1246613,58;1792501,54;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;250,08816;0,25008816;11,38;;113800;;;6,07236;;1,357142857;0,001357143;;132,0;;;907,5;;;1,021;;;0,623823529;;;2,0;;1,23;;12300;;;312,0;0,312;;44,4;;122,8;;;54,78662053;;;23,6;;2,646;;;41,846;;3,17;;1,771428571;;0,895238095;4,01;;40100;;;11,8;;3,256235828;;;;8,114745597;19,38;0,01938;;0,621714286;;;;0,06745;;;4,32;;43200;;21,80952381;;;14,25348;;0,29;0,97;;9700;;;;589,4285714;;;1,5;;1,62;;16200;;9,238095238;;20,85736255;;;7,941176471;;;;332,0470588;;;20,094;;;;;5,67;;;;;;96,4;;;;;;136,318;;;0,95647619;;7,5;;0,0;71,69;;716900,0;;3,641456583;;;2,223;;;121,7;;;1,8258;;0,58;;;0,0419881;;5,415499533;;;3492,502884;;0,65;;0,30757401;;1,2191984;;69,71428571;;;271,7405;;;17,30103806;;1,855055748;;;82,0;;;264,4;;448,13278008298755
116628;;;10-II-A-SL-12C;;10-II-A-SL-12C;;S: Sedimento;Sedimento de Lecho;1240056;1793950;1240056;1793950;;;;1-Bogotá;1240055,53;1793949,58;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;87,8766;0,0878766;12,76;;127600;;;10,949925;;0,591836735;0,000591837;;45,0;;;995,7;;;1,328;;;0,187147059;;;3,0;;0,44;;4400;;;292,0;0,292;;49,9;;106,1;;;34,60207612;;;30,0;;2,45;;;11,466;;3,04;;1,838095238;;0,695238095;2,83;;28300;;;12,0;;3,011337868;;;;10,27394318;16,83;0,01683;;0,612;;;;0,0399;;;3,96;;39600;;20,47619048;;;15,606;;0,34;0,62;;6200;;;;613,8095238;;;1,66;;1,42;;14200;;8,666666667;;18,64667436;;;10,39215686;;;;326,2823529;;;41,106;;;;;5,25;;;;;;89,8;;;;;;222,068;;;0,749047619;;5,5;;0,0;71,68;;716800,0;;3,361344538;;;1,85;;;101,9;;;1,2546;;0,54;;;0,101479;;4,66853408;;;2240,003845;;0,65;;0,317185698;;1,1231096;;43,52380952;;;148,7225;;;17,78162245;;2,085736255;;;79,9;;;289,4;;440,97995545657017
116568;;;2-IV-B-SL-11B;;2-IV-B-SL-11B;;S: Sedimento;Sedimento de Lecho;1253746;1853089;1253746;1853089;;;;1-Bogotá;1253746,07;1853089,43;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;77,88844;0,07788844;9,07;;90700;;;9,205035;;0,551020408;0,00055102;;68,0;;;1944,8;;;1,199;;;0,228735294;;;4,0;;3,04;;30400;;;290,7;0,2907;;71,5;;702,8;;;54,01768551;;;858,8;;3,234;;;19,012;;5,57;;3,2;;1,285714286;5,87;;58700;;;10,8;;5,741496599;;;;24,88465321;10,71;0,01071;;1,097714286;;;;0,04845;;;1,42;;14200;;33,80952381;;;20,49588;;0,57;1,89;;18900;;;;793,2380952;;;2,22;;1,06;;10600;;17,42857143;;35,46712803;;;61,2745098;;;;686,4803922;;;17,85;;;;;9,24;;;;;;49,2;;;;;;1841,028;;;0,933428571;;12,0;;1,0;71,55;;715500,0;;6,535947712;;;1,984;;;383,0;;;2,1828;;0,99;;;0,0527877;;10,73762838;;;6389,850058;;0,36;;0,52864283;;2,8699568;;117,3333333;;;233,6635;;;31,6224529;;3,450595925;;;89,8;;;856,0;;288,6178861788618
116561;;;2-IV-B-SL-7-B;;2-IV-B-SL-7-B;;S: Sedimento;Sedimento de Lecho;1256295;1856474;1256295;1856474;;;;1-Bogotá;1256295,33;1856473,61;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;102,2826;0,1022826;12,46;;124600;;;7,542465;;0,530612245;0,000530612;;49,0;;;361,5;;;1,642;;;0,207941176;;;5,0;;0,91;;9100;;;155,1;0,1551;;53,0;;547,5;;;36,81276432;;;92,0;;5,684;;;13,23;;3,47;;1,838095238;;0,876190476;4,51;;45100;;;13,4;;3,637188209;;;;4,819948017;11,73;0,01173;;0,631428571;;;;0,0494;;;1,76;;17600;;26,85714286;;;39,43116;;0,3;1,02;;10200;;;;338,1904762;;;1,2;;0,71;;7100;;9,714285714;;23,7408689;;;26,76470588;;;;426,6843137;;;16,83;;;;;6,51;;;;;;79,3;;;;;;1063,202;;;0,403333333;;9,6;;0,0;71,49;;714900,0;;4,201680672;;;1,807;;;112,3;;;1,2954;;0,66;;;0,0491568;;11,01774043;;;2866,397539;;0,55;;0,288350634;;1,943616;;98,0952381;;;174,6795;;;18,83890811;;1,893502499;;;82,5;;;165,8;;221,94199243379572
116550;;;2-IV-D-SL-14B;;2-IV-D-SL-14B;;S: Sedimento;Sedimento de Lecho;1261283;1843253;1261283;1843253;;;;1-Bogotá;1261282,58;1843253,09;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;84,13104;0,08413104;13,25;;132500;;;7,542465;;3,62244898;0,003622449;;48,0;;;591,6;;;1,592;;;0,187147059;;;1,0;;0,7;;7000;;;234,1;0,2341;;54,5;;77,3;;;44,98269896;;;57,8;;3,626;;;32,144;;3,46;;1,847619048;;1,104761905;4,96;;49600;;;14,5;;3,691609977;;;;6,84531715;10,2;0,0102;;0,641142857;;;;0,0513;;;2,31;;23100;;27,9047619;;;24,13728;;0,29;1,01;;10100;;;;478,0952381;;;1,33;;1,3;;13000;;10,85714286;;24,12533641;;;23,82352941;;;;469,1509804;;;16,626;;;;;6,615;;;;;;72,7;;;;;;320,558;;;0,772095238;;11,5;;1,0;70,77;;707700,0;;4,295051354;;;1,919;;;134,4;;;1,5198;;0,67;;;0,088445;;8,496732026;;;3685,601692;;0,51;;0,297962322;;1,466246;;104,0952381;;;189,3245;;;17,97385621;;1,84544406;;;81,8;;;239,5;;317,74415405777165
116627;;;10-II-A-SL-12A;;10-II-A-SL-12A;;S: Sedimento;Sedimento de Lecho;1242745;1794425;1242745;1794425;;;;1-Bogotá;1242745,3;1794424,63;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;209,07908;0,20907908;12,41;;124100;;;6,51714;;0,469387755;0,000469388;;49,0;;;1242,3;;;1,361;;;0,228735294;;;1,0;;0,6;;6000;;;173,4;0,1734;;40,3;;100,9;;;45,65551711;;;14,1;;2,352;;;25,872;;3,18;;1,819047619;;0,904761905;4,58;;45800;;;13,2;;3,111111111;;;;5,216894308;22,44;0,02244;;0,621714286;;;;0,04655;;;4,6;;46000;;18,76190476;;;12,69288;;0,31;0,89;;8900;;;;564,952381;;;1,69;;1,12;;11200;;10,28571429;;19,3194925;;;7,843137255;;;;451,6647059;;;23,256;;;;;5,04;;;;;;101,5;;;;;;594,076;;;1,060190476;;9,5;;0,0;70,62;;706200,0;;3,454715219;;;1,367;;;115,2;;;1,53;;0,57;;;0,4528384;;4,761904762;;;3902,921953;;0,59;;0,30757401;;1,213148;;75,9047619;;;207,4035;;;17,20492118;;1,941560938;;;64,2;;;170,4;;453,20197044334975
