OBJECTID;ID_PCT;ID_MST;numero_campo;codigo_estandar;codigo_igm;tipo_subtipo;tipo_muestra;subtipo_muestra;coord_este_bogota;coord_norte_bogota;coord_este1_bta;coord_norte1_bta;latitud;longitud;altitud;origen_coord_original;coord_este_original;coord_norte_original;fecha;testigo;profundidad;profundidad_mayor;escala_muestreo;plancha;cuenca;subcuenca;tipo_celda;pais;departamento;municipio;localidad;ubicacion_geografica;proyecto;responsable;informe;ataque;malla;Preconcentracion;Preservación;Pulverizado;Secado;Tamizado;Triturado;tecnica_medicion;Ag_perc;Ag_ppb;Ag_ppm;Al_perc;Al_ppb;Al_ppm;As_perc;As_ppb;As_ppm;Au_perc;Au_ppb;Au_ppm;B_ppb;B_ppm;Ba_perc;Ba_ppb;Ba_ppm;Be_perc;Be_ppb;Be_ppm;Bi_perc;Bi_ppb;Bi_ppm;Br_perc;Br_ppb;Br_ppm;C_perc;Ca_perc;Ca_ppb;Ca_ppm;CaCO3_perc;Cd_perc;Cd_ppb;Cd_ppm;Ce_ppb;Ce_ppm;Cl_perc;Cl_ppm;Co_perc;Co_ppb;Co_ppm;Cr_perc;Cr_ppb;Cr_ppm;Cs_ppb;Cs_ppm;Cu_perc;Cu_ppb;Cu_ppm;Dy_ppb;Dy_ppm;Er_ppb;Er_ppm;Eu_ppb;Eu_ppm;Fe_perc;Fe_ppb;Fe_ppm;Ga_perc;Ga_ppb;Ga_ppm;Gd_ppb;Gd_ppm;Ge_ppb;Ge_ppm;Hf_ppb;Hf_ppm;Hg_ppb;Hg_ppm;Ho_ppb;Ho_ppm;I_ppb;I_ppm;In_ppb;In_ppm;Ir_ppb;Ir_ppm;K_perc;K_ppb;K_ppm;La_ppb;La_ppm;Li_perc;Li_ppb;Li_ppm;Lu_ppb;Lu_ppm;Mg_perc;Mg_ppb;Mg_ppm;MgCO3_perc;Mn_perc;Mn_ppb;Mn_ppm;Mo_perc;Mo_ppb;Mo_ppm;N_perc;Na_perc;Na_ppb;Na_ppm;Nb_ppb;Nb_ppm;Nd_ppb;Nd_ppm;Ni_perc;Ni_ppb;Ni_ppm;Os_ppb;Os_ppm;P_perc;P_ppm;Pb_perc;Pb_ppb;Pb_ppm;Pd_ppb;Pd_ppm;Pg_perc;Pr_ppb;Pr_ppm;Pt_ppb;Pt_ppm;R2O3_perc;Rb_perc;Rb_ppb;Rb_ppm;Re_ppb;Re_ppm;Ru_ppb;Ru_ppm;S_perc;S_ppm;Sb_perc;Sb_ppb;Sb_ppm;Sc_ppb;Sc_ppm;Se_ppb;Se_ppm;Si_perc;Si_ppb;Si_ppm;Sm_ppb;Sm_ppm;Sn_perc;Sn_ppb;Sn_ppm;Sr_perc;Sr_ppb;Sr_ppm;Ta_perc;Ta_ppb;Ta_ppm;Tb_ppb;Tb_ppm;Te_perc;Te_ppb;Te_ppm;Th_ppb;Th_ppm;Ti_perc;Ti_ppb;Ti_ppm;Tl_ppb;Tl_ppm;Tm_ppb;Tm_ppm;U_ppb;U_ppm;V_ppb;V_ppm;W_perc;W_ppb;W_ppm;Y_perc;Y_ppb;Y_ppm;Yb_ppb;Yb_ppm;Zn_perc;Zn_ppb;Zn_ppm;Zr_perc;Zr_ppb;Zr_ppm;Shape;k/Rb_ppm
116614;;;10-II-A-SL-4C;;10-II-A-SL-4C;;S: Sedimento;Sedimento de Lecho;1247821;1798390;1247821;1798390;;;;1-Bogotá;1247820,53;1798389,76;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;98,34496;0,09834496;12,27;;122700;;;3,74619;;0,306122449;0,000306122;;36,0;;;804,8;;;1,238;;;0,124764706;;;2,0;;1,16;;11600;;;114,4;0,1144;;37,5;;105,3;;;40,36908881;;;19,7;;2,156;;;14,014;;3,13;;1,742857143;;0,857142857;4,52;;45200;;;14,6;;2,866213152;;;;6,049142708;16,32;0,01632;;0,602285714;;;;0,04845;;;4,01;;40100;;18,19047619;;;16,85448;;0,32;1,29;;12900;;;;542,1904762;;;0,82;;1,78;;17800;;10,38095238;;17,30103806;;;8,725490196;;;;320,5176471;;;25,602;;;;;4,62;;;;;;96,7;;;;;;113,974;;;0,47247619;;10,5;;0,0;70,56;;705600,0;;3,267973856;;;1,165;;;132,1;;;1,734;;0,54;;;0,0647976;;5,695611578;;;3627,643214;;0,6;;0,297962322;;1,3800366;;86,19047619;;;172,4575;;;17,10880431;;1,893502499;;;70,1;;;181,9;;414,68459152016544
116623;;;10-II-A-SL-10;;10-II-A-SL-10;;S: Sedimento;Sedimento de Lecho;1252011;1796958;1252011;1796958;;;;1-Bogotá;1252011,04;1796957,54;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;184,30076;0,18430076;11,99;;119900;;;3,245865;;0,795918367;0,000795918;;44,0;;;801,9;;;1,084;;;7,277941176;;;3,0;;0,4;;4000;;;173,6;0,1736;;43,5;;139,7;;;31,43021915;;;33,6;;3,822;;;14,7;;2,47;;1,457142857;;0,704761905;2,85;;28500;;;10,9;;2,639455782;;;;8,920261805;17,85;0,01785;;0,495428571;;;;0,0323;;;5,41;;54100;;24,0952381;;;13,42116;;0,27;0,71;;7100;;;;358,952381;;;0,64;;1,37;;13700;;11,04761905;;18,83890811;;;8,921568627;;;;429,854902;;;23,868;;;;;5,46;;;;;;121,9;;;;;;102,116;;;0,380285714;;6,4;;0,0;70,51;;705100,0;;3,081232493;;;1,126;;;94,0;;;1,5606;;0,44;;;0,0413364;;6,255835668;;;2867,647059;;0,83;;0,249903883;;1,2551298;;56,28571429;;;146,8035;;;13,93694733;;1,62437524;;;57,3;;;306,2;;443,80639868744873
116592;;;5-I-B-SU-09;;5-I-B-SU-09;;S: Sedimento;suelo;1223602;1831835;1223602;1831835;;;;1-Bogotá;1223602,14;1831834,53;39086;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;187,18196;0,18718196;13,69;;136900;;;7,082565;;0,959183673;0,000959184;;39,0;;;418,2;;;1,551;;;0,145558824;;;6,0;;0,84;;8400;;;234,1;0,2341;;49,6;;161,3;;;17,20492118;;;77,4;;4,116;;;13,72;;3,45;;1,857142857;;1,038095238;4,1;;41000;;;12,4;;3,863945578;;;;10,25370524;16,83;0,01683;;0,660571429;;;;0,0456;;;1,53;;15300;;26,66666667;;;34,74936;;0,29;0,95;;9500;;;;254,6666667;;;1,34;;0,7;;7000;;10,47619048;;24,79815456;;;25,0;;;;274,2078431;;;13,974;;;;;6,615;;;;;;69,0;;;;;;104,468;;;0,414857143;;8,8;;0,0;70,31;;703100,0;;4,575163399;;;1,858;;;88,0;;;1,0098;;0,67;;;0,0219716;;8,216619981;;;3391,676278;;0,6;;0,288350634;;2,2462616;;99,23809524;;;59,5395;;;18,74279123;;1,787773933;;;66,7;;;357,7;;221,7391304347826
116557;;;2-IV-B-SL-03;;2-IV-B-SL-03;;S: Sedimento;Sedimento de Lecho;1259129;1858724;1259129;1858724;;;;1-Bogotá;1259129,49;1858724,18;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;91,91028;0,09191028;11,87;;118700;;;13,99524;;0,530612245;0,000530612;;52,0;;;337,9;;;1,539;;;0,207941176;;;47,0;;0,5;;5000;;;100,2;0,1002;;57,2;;8607,3;;;19,3194925;;;87,6;;4,116;;;12,642;;3,99;;2,123809524;;0,876190476;5,29;;52900;;;10,6;;4,027210884;;;;10,00018133;10,2;0,0102;;0,738285714;;;;0,04655;;;1,51;;15100;;29,33333333;;;30,27564;;0,36;1,28;;12800;;;;368,7619048;;;1,24;;1,32;;13200;;9,142857143;;24,89427143;;;22,64705882;;;;607,7921569;;;16,422;;;;;6,825;;;;;;62,5;;;;;;2933,728;;;0,426380952;;8,5;;0,0;70,16;;701600,0;;4,481792717;;;2,631;;;105,0;;;0,867;;0,73;;;0,0524153;;8,216619981;;;2978,854287;;0,46;;0,346020761;;1,930798;;87,52380952;;;34,8955;;;20,56901192;;2,258746636;;;91,3;;;360,0;;241,6
116625;;;10-II-A-SL-11B;;10-II-A-SL-11B;;S: Sedimento;Sedimento de Lecho;1237960;1794729;1237960;1794729;;;;1-Bogotá;1237959,81;1794728,71;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;310,01712;0,31001712;13,25;;132500;;;8,482425;;0,418367347;0,000418367;;27,0;;;1054,7;;;1,616;;;0,166352941;;;2,0;;0,4;;4000;;;207,1;0,2071;;41,3;;186,2;;;43,9254133;;;17,2;;1,372;;;25,872;;4,34;;2,4;;1,076190476;6,67;;66700;;;13,4;;3,682539683;;;;8,723035533;15,3;0,0153;;0,845142857;;;;0,0532;;;2,63;;26300;;18,85714286;;;8,94744;;0,4;0,84;;8400;;;;1220,380952;;;1,98;;0,94;;9400;;10,85714286;;19,41560938;;;8,235294118;;;;531,4098039;;;30,804;;;;;5,04;;;;;;51,6;;;;;;1642,284;;;0,645333333;;12,4;;1,0;69,67;;696700,0;;3,921568627;;;1,462;;;147,4;;;1,0506;;0,72;;;0,9702882;;5,135387488;;;5279,603998;;0,53;;0,413302576;;1,0672734;;133,047619;;;85,4965;;;23,93310265;;2,604767397;;;99,1;;;286,0;;509,68992248062017
116576;;;2-IV-D-SL-1;;2-IV-D-SL-1;;S: Sedimento;Sedimento de Lecho;1253553;1850544;1253553;1850544;;;;1-Bogotá;1253553,28;1850544,26;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;85,76372;0,08576372;7,98;;79800;;;8,962485;;0,795918367;0,000795918;;69,0;;;658,4;;;1,176;;;0,124764706;;;3,0;;3,77;;37700;;;203,5;0,2035;;28,9;;177,1;;;44,40599769;;;677,2;;1,862;;;22,344;;3,03;;1,742857143;;0,79047619;5,55;;55500;;;8,9;;2,866213152;;;;2,619693092;9,18;0,00918;;0,612;;;;0,03135;;;1,71;;17100;;15,61904762;;;13,73328;;0,27;4,9;;49000;;;;562,5714286;;;1,91;;1,12;;11200;;4,952380952;;15,85928489;;;140,7843137;;;;1147,464706;;;12,648;;;;;3,99;;;;;;49,7;;;;;;804,58;;;0,864285714;;9,2;;1,0;69,55;;695500,0;;3,174603175;;;1,167;;;200,9;;;0,9486;;0,53;;;0,063308;;5,042016807;;;2219,146482;;0,28;;0,269127259;;2,008677;;89,23809524;;;160,8425;;;18,83890811;;1,643598616;;;64,0;;;82,4;;344,0643863179074
116544;;;2-IV-D-SU-06;;2-IV-D-SU-06;;S: Sedimento;Suelo;1252431;1847300;1252431;1847300;;;;1-Bogotá;1252431,47;1847300,24;39176;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;67,51612;0,06751612;15,49;;154900;;;2,659335;;0,897959184;0,000897959;;22,0;;;638,5;;;1,624;;;0,187147059;;;6,0;;1,94;;19400;;;109,7;0,1097;;51,7;;92,5;;;18,83890811;;;154,5;;2,058;;;18,326;;3,46;;1,857142857;;1,095238095;3,62;;36200;;;15,4;;3,79138322;;;;10,1600384;17,34;0,01734;;0,641142857;;;;0,03325;;;1,95;;19500;;26,66666667;;;16,1262;;0,32;1,28;;12800;;;;402,4761905;;;1,08;;2,23;;22300;;10,57142857;;24,89427143;;;46,76470588;;;;352,7039216;;;10,812;;;;;6,72;;;;;;54,9;;;;;;126,812;;;0,23047619;;8,3;;0,0;68,51;;685100,0;;4,481792717;;;1,328;;;286,0;;;1,122;;0,66;;;0,067032;;9,617180205;;;3070,742022;;0,39;;0,30757401;;1,473888;;68,85714286;;;64,1855;;;18,4544406;;1,970396002;;;54,4;;;311,3;;355,1912568306011
116615;;;10-II-A-SL-4D;;10-II-A-SL-4D;;S: Sedimento;Sedimento de Lecho;1248789;1798413;1248789;1798413;;;;1-Bogotá;1248789,0;1798413,15;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;58,5844;0,0585844;11,89;;118900;;;4,98981;;0,285714286;0,000285714;;50,0;;;630,8;;;0,955;;;0,103970588;;;2,0;;2,25;;22500;;;112,4;0,1124;;42,0;;89,3;;;42,96424452;;;23,4;;1,568;;;15,092;;3,93;;2,028571429;;1,371428571;7,75;;77500;;;13,9;;3,727891156;;;;7,42121843;13,77;0,01377;;0,738285714;;;;0,05985;;;2,9;;29000;;21,23809524;;;17,37468;;0,32;1,9;;19000;;;;716,6666667;;;0,78;;1,74;;17400;;9,428571429;;20,95347943;;;8,725490196;;;;477,2215686;;;15,912;;;;;5,355;;;;;;68,4;;;;;;105,154;;;0,679904762;;13,6;;0,0;68,21;;682100,0;;3,921568627;;;1,327;;;195,9;;;1,377;;0,7;;;0,0391951;;4,761904762;;;6191,368704;;0,42;;0,336409073;;1,0893952;;146,4761905;;;183,0625;;;19,70396002;;1,970396002;;;79,3;;;227,4;;423,97660818713445
116591;;;5-III-A-SU-20;;5-III-A-SU-20;;S: Sedimento;Suelo;1220673;1811792;1220673;1811792;;;;1-Bogotá;1220673,12;1811791,89;39267;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;51,3814;0,0513814;10,62;;106200;;;2,467185;;0,367346939;0,000367347;;15,0;;;487,9;;;1,236;;;7,277941176;;;5,0;;5,44;;54400;;;214,5;0,2145;;52,0;;107,7;;;11,05344098;;;61,3;;1,764;;;21,854;;4,47;;2,371428571;;1,161904762;4,35;;43500;;;13,5;;4,281179138;;;;9,80377447;17,85;0,01785;;0,845142857;;;;0,04655;;;1,8;;18000;;26,0952381;;;13,94136;;0,41;1,75;;17500;;;;558,7619048;;;0,81;;1,47;;14700;;14,0952381;;26,14379085;;;23,03921569;;;;549,8568627;;;12,546;;;;;6,825;;;;;;48,6;;;;;;127,694;;;0,172857143;;10,4;;0,0;67,56;;675600,0;;4,948646125;;;2,111;;;168,2;;;0,8262;;0,79;;;0,0259749;;7,936507937;;;4775,85544;;0,37;;0,384467512;;1,0277324;;76,0;;;3,1815;;;23,16416763;;2,489427143;;;74,5;;;291,7;;370,3703703703704
116567;;;2-IV-B-SL-11A;;2-IV-B-SL-11A;;S: Sedimento;Sedimento de Lecho;1253674;1853787;1253674;1853787;;;;1-Bogotá;1253674,23;1853787,18;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;158,75412;0,15875412;15,81;;158100;;;7,542465;;0,489795918;0,000489796;;74,0;;;374,4;;;1,949;;;0,239132353;;;6,0;;1,37;;13700;;;244,9;0,2449;;67,7;;1671,9;;;33,73702422;;;148,7;;7,252;;;17,738;;4,68;;2,561904762;;1,266666667;5,41;;54100;;;16,8;;4,888888889;;;;6,41431936;12,75;0,01275;;0,893714286;;;;0,05605;;;1,85;;18500;;34,95238095;;;49,73112;;0,42;1,59;;15900;;;;386,0952381;;;2,29;;0,78;;7800;;12,66666667;;31,23798539;;;52,84313725;;;;586,3666667;;;18,156;;;;;8,4;;;;;;82,4;;;;;;518,714;;;0,49552381;;12,7;;1,0;65,55;;655500,0;;5,602240896;;;2,027;;;122,2;;;1,3464;;0,86;;;0,0622839;;14,37908497;;;3912,533641;;0,67;;0,422914264;;3,1989748;;129,1428571;;;99,1315;;;25,27873895;;2,672049212;;;116,9;;;226,8;;224,5145631067961
116563;;;2-IV-B-SL-08;;2-IV-B-SL-08;;S: Sedimento;Sedimento de Lecho;1260160;1858526;1260160;1858526;;;;1-Bogotá;1260159,58;1858525,54;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;125,42824;0,12542824;15,85;;158500;;;11,463585;;0,510204082;0,000510204;;75,0;;;386,8;;;2,202;;;0,291117647;;;6,0;;0,99;;9900;;;230,7;0,2307;;73,5;;611,9;;;26,23990773;;;100,9;;7,252;;;16,268;;5,02;;2,704761905;;1,342857143;6,23;;62300;;;17,6;;5,287981859;;;;6,97046217;13,77;0,01377;;0,942285714;;;;0,06175;;;2,01;;20100;;38,0;;;52,22808;;0,44;1,34;;13400;;;;359,6190476;;;2,19;;0,67;;6700;;13,9047619;;33,64090734;;;34,41176471;;;;668,0333333;;;21,624;;;;;9,03;;;;;;96,7;;;;;;1484,504;;;0,49552381;;12,9;;1,0;65,01;;650100,0;;6,162464986;;;4,638;;;158,9;;;1,275;;0,95;;;0,0403123;;12,6984127;;;4026,912726;;0,7;;0,432525952;;3,1294712;;129,8095238;;;48,2275;;;26,23990773;;2,76816609;;;129,8;;;242,3;;207,8593588417787
116570;;;2-IV-B-SL-12B;;2-IV-B-SL-12B;;S: Sedimento;Sedimento de Lecho;1256485;1852368;1256485;1852368;;;;1-Bogotá;1256485,32;1852368,39;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;103,14696;0,10314696;10,53;;105300;;;11,85324;;1,857142857;0,001857143;;26,0;;;492,6;;;0,968;;;0,124764706;;;3,0;;2,11;;21100;;;370,3;0,3703;;37,6;;37,4;;;37,96616686;;;844,9;;2,352;;;41,258;;4,58;;2,59047619;;1,00952381;6,34;;63400;;;11,9;;3,782312925;;;;4,373174364;9,69;0,00969;;0,932571429;;;;0,0494;;;1,37;;13700;;18,66666667;;;16,85448;;0,42;8,5;;85000;;;;889,1428571;;;1,08;;1,72;;17200;;10,95238095;;19,12725875;;;310,1960784;;;;376,4352941;;;11,628;;;;;4,935;;;;;;41,4;;;;;;314,776;;;1,060190476;;16,4;;1,0;64,22;;642200,0;;3,828197946;;;1,729;;;124,6;;;1,0098;;0,73;;;0,0724318;;8,309990663;;;4696,559016;;0,32;;0,442137639;;1,2226736;;135,5238095;;;35,9055;;;24,99038831;;2,739331027;;;78,4;;;135,8;;330,9178743961353
116593;;;5-II-B-SL-08A;;5-II-B-SL-08A;;S: Sedimento;Sedimento de Lecho;1258763;1836553;1258763;1836553;;;;1-Bogotá;1258763,47;1836552,62;16-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;130,71044;0,13071044;14,37;;143700;;;14,54754;;3,989795918;0,003989796;;55,0;;;747,0;;;1,723;;;0,280720588;;;2,0;;1,04;;10400;;;640,5;0,6405;;65,3;;54,7;;;41,71472511;;;365,7;;4,704;;;54,194;;5,17;;2,857142857;;1,20952381;6,48;;64800;;;17,6;;4,825396825;;;;6,9093234;12,24;0,01224;;1,02;;;;0,0665;;;2,34;;23400;;29,33333333;;;30,89988;;0,44;3,76;;37600;;;;1099,809524;;;1,86;;1,36;;13600;;13,80952381;;28,64282968;;;164,2156863;;;;581,5627451;;;25,398;;;;;7,56;;;;;;82,5;;;;;;165,914;;;0,97952381;;17,5;;1,0;63,92;;639200,0;;5,508870215;;;2,131;;;125,4;;;1,3362;;0,91;;;0,1071581;;11,29785247;;;4537,389466;;0,69;;0,480584391;;2,0994304;;149,047619;;;69,0335;;;27,97001153;;2,950788158;;;131,0;;;223,2;;283,6363636363636
116589;;;5-III-A-SU-13;;5-III-A-SU-13;;S: Sedimento;Suelo;1214742;1810450;1214742;1810450;;;;1-Bogotá;1214741,69;1810450,06;39329;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;94,88752;0,09488752;14,27;;142700;;;3,34509;;0,479591837;0,000479592;;26,0;;;922,2;;;2,015;;;8,317647059;;;4,0;;1,91;;19100;;;124,4;0,1244;;127,5;;102,8;;;18,16608997;;;86,2;;2,352;;;24,696;;8,63;;4,6;;2,742857143;5,69;;56900;;;18,7;;10,00453515;;;;22,40929753;28,05;0,02805;;1,593142857;;;;0,0665;;;2,04;;20400;;60,95238095;;;22,78476;;0,7;2,63;;26300;;;;519,1428571;;;0,75;;1,47;;14700;;15,52380952;;68,33910035;;;30,0;;;;759,6921569;;;11,832;;;;;17,535;;;;;;62,3;;;;;;117,992;;;0,25352381;;16,2;;0,0;62,43;;624300,0;;12,23155929;;;2,326;;;432,0;;;0,9894;;1,71;;;0,0222509;;9,803921569;;;5144,944252;;0,5;;0,711264898;;1,326916;;111,9047619;;;26,0075;;;45,07881584;;4,421376394;;;100,5;;;680,0;;327,4478330658106
116579;;;2-IV-D-SL-2;;2-IV-D-SL-2;;S: Sedimento;Sedimento de Lecho;1255296;1850123;1255296;1850123;;;;1-Bogotá;1255296,36;1850123,33;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;94,31128;0,09431128;11,0;;110000;;;7,19691;;0,887755102;0,000887755;;24,0;;;590,8;;;1,057;;;0,145558824;;;2,0;;2,83;;28300;;;348,0;0,348;;39,8;;53,5;;;57,95847751;;;666,5;;2,744;;;46,06;;4,49;;2,647619048;;1,047619048;6,09;;60900;;;12,8;;3,79138322;;;;4,35803893;10,2;0,0102;;0,903428571;;;;0,0513;;;1,62;;16200;;19,23809524;;;22,68072;;0,39;6,92;;69200;;;;819,7142857;;;1,33;;1,34;;13400;;11,04761905;;20,18454441;;;257,254902;;;;420,1509804;;;11,934;;;;;5,145;;;;;;44,8;;;;;;312,816;;;1,071714286;;16,1;;1,0;62,19;;621900,0;;4,108309991;;;1,618;;;127,2;;;1,581;;0,76;;;0,0583737;;7,189542484;;;4611,014994;;0,41;;0,422914264;;1,300042;;131,8095238;;;162,2565;;;24,79815456;;2,575932334;;;82,8;;;138,8;;361,6071428571429
116595;;;5-III-D-SL-05;;5-III-D-SL-05;;S: Sedimento;Sedimento de Lecho;1235208;1807460;1235208;1807460;;;;1-Bogotá;1235208,35;1807460,43;39209;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;36,87936;0,03687936;11,45;;114500;;;2,853165;;0,387755102;0,000387755;;7,0;;;846,7;;;1,303;;;4,158823529;;;2,0;;2,2;;22000;;;110,2;0,1102;;72,1;;215,1;;;59,11188005;;;117,3;;0,784;;;36,554;;7,83;;4,580952381;;1,895238095;8,63;;86300;;;16,8;;6,757369615;;;;18,48303458;12,24;0,01224;;1,554285714;;;;0,09215;;;2,85;;28500;;28,47619048;;;14,66964;;0,78;2,44;;24400;;;;1038,761905;;;1,57;;2,45;;24500;;30,38095238;;35,37101115;;;40,09803922;;;;575,7019608;;;9,588;;;;;8,61;;;;;;61,1;;;;;;58,212;;;0,184380952;;18,2;;0,0;61,95;;619500,0;;7,189542484;;;4,646;;;177,1;;;2,193;;1,32;;;0,0259749;;6,909430439;;;12695,98231;;0,46;;0,788158401;;0,845076;;204,6666667;;;181,7495;;;40,65743945;;4,969242599;;;108,6;;;454,8;;466,4484451718494
116597;;;5-III-D-SL-8;;5-III-D-SL-8;;S: Sedimento;Sedimento de Lecho;1228420;1805890;1228420;1805890;;;;1-Bogotá;1228420,13;1805890,29;39209;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;40,817;0,040817;7,01;;70100;;;1,6233;;0,244897959;0,000244898;;7,0;;;703,7;;;0,932;;;5,198529412;;;1,0;;1,09;;10900;;;70,1;0,0701;;125,1;;176,7;;;61,514802;;;71,0;;0,49;;;43,218;;6,98;;3,619047619;;1,40952381;11,17;;111700;;;12,3;;8,544217687;;;;51,71728225;10,2;0,0102;;1,272571429;;;;0,09785;;;2,54;;25400;;62,0952381;;;5,93028;;0,58;0,66;;6600;;;;2011,809524;;;2,77;;1,88;;18800;;70,0;;60,16916571;;;14,90196078;;;;304,3764706;;;12,954;;;;;15,96;;;;;;53,0;;;;;;20,0;;;0,149809524;;14,0;;0,0;60,9;;609000,0;;10,27077498;;;10,488;;;141,5;;;3,9678;;1,38;;;0,0420812;;19,88795518;;;29775,08651;;0,38;;0,567089581;;1,970816;;281,8095238;;;259,8225;;;33,73702422;;3,440984237;;;132,0;;;1343,9;;479,24528301886795
116590;;;5-III-A-SU-19;;5-III-A-SU-19;;S: Sedimento;Suelo;1217854;1811039;1217854;1811039;;;;1-Bogotá;1217853,83;1811039,0;39267;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;40,14472;0,04014472;14,39;;143900;;;1,80789;;1,693877551;0,001693878;;12,0;;;622,9;;;1,546;;;0,103970588;;;5,0;;2,95;;29500;;;155,4;0,1554;;62,6;;45,5;;;22,10688197;;;92,3;;1,568;;;29,4;;4,87;;2,60952381;;1,495238095;5,49;;54900;;;17,9;;5,151927438;;;;9,974630556;13,77;0,01377;;0,922857143;;;;0,057;;;1,29;;12900;;30,66666667;;;13,10904;;0,43;2,95;;29500;;;;686,7619048;;;0,44;;2,06;;20600;;10,76190476;;32,19915417;;;35,68627451;;;;328,6843137;;;12,75;;;;;8,19;;;;;;44,6;;;;;;107,604;;;0,115238095;;16,1;;0,0;59,4;;594000,0;;6,069094304;;;1,734;;;294,5;;;0,8058;;0,91;;;0,0128478;;7,843137255;;;4884,85198;;0,32;;0,422914264;;1,1551258;;101,1428571;;;41,9655;;;25,18262207;;2,6816609;;;83,3;;;262,5;;289,23766816143495
116594;;;5-II-C-SU-12;;5-II-C-SU-12;;S: Sedimento;Suelo;1243043;1823762;1243043;1823762;;;;1-Bogotá;1243042,69;1823762,38;39237;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;22,66544;0,02266544;21,04;;210400;;;2,853165;;0,479591837;0,000479592;;9,0;;;2668,2;;;3,707;;;3,119117647;;;10,0;;0,82;;8200;;;35,2;0,0352;;90,6;;421,8;;;18,4544406;;;20,0;;0,98;;;8,428;;2,5;;1,361904762;;2,104761905;3,38;;33800;;;27,2;;3,637188209;;;;12,28706082;11,73;0,01173;;0,466285714;;;;0,03135;;;4,44;;44400;;20,38095238;;;13,62924;;0,21;1,44;;14400;;;;170,8571429;;;0,5;;2,61;;26100;;8,952380952;;24,50980392;;;10,29411765;;;;240,0039216;;;16,422;;;;;6,3;;;;;;143,5;;;;;;96,824;;;0,195904762;;4,5;;0,0;59,23;;592300,0;;4,014939309;;;1,075;;;312,9;;;0,5916;;0,53;;;0,0328643;;4,575163399;;;3772,395233;;0,97;;0,211457132;;0,576533;;52,28571429;;;26,8155;;;12,59131103;;1,287966167;;;52,0;;;351,3;;309,4076655052265
116545;;;2-IV-D-SU-07;;2-IV-D-SU-07;;S: Sedimento;Suelo;1255023;1848831;1255023;1848831;;;;1-Bogotá;1255022,51;1848831,24;39176;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;215,1296;0,2151296;12,17;;121700;;;4,257015;;3,132653061;0,003132653;;24,0;;;655,3;;;1,227;;;0,166352941;;;7,0;;3,15;;31500;;;490,4;0,4904;;43,1;;327,2;;;51,03806228;;;660,4;;2,254;;;51,156;;4,05;;2,257142857;;1,066666667;6,83;;68300;;;14,0;;3,909297052;;;;8,601429555;16,32;0,01632;;0,786857143;;;;0,0475;;;1,63;;16300;;20,95238095;;;20,49588;;0,37;8,51;;85100;;;;1081,904762;;;1,07;;1,11;;11100;;8,857142857;;22,77970012;;;413,2352941;;;;657,6568627;;;13,158;;;;;5,775;;;;;;47,9;;;;;;304,78;;;0,530095238;;18,1;;0,0;54,98;;549800,0;;4,388422035;;;1,3;;;197,3;;;0,7752;;0,72;;;0,0838831;;8,1232493;;;3944,348328;;0,41;;0,374855825;;1,2752258;;122,7619048;;;36,1075;;;21,91464821;;2,326028451;;;102,3;;;266,2;;340,29227557411275
116578;;;2-IV-C-SU-2;;2-IV-C-SU-2;;S: Sedimento;Suelo;1243536;1850207;1243536;1850207;;;;1-Bogotá;1243535,52;1850206,5;39176;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;307,71216;0,30771216;9,47;;94700;;;10,06719;;1,56122449;0,001561224;;150,0;;;359,7;;;2,305;;;9,357352941;;;6,0;;1,61;;16100;;;659,8;0,6598;;50,0;;240,1;;;30,56516724;;;398,8;;9,212;;;27,44;;5,66;;3,247619048;;1,361904762;12,32;;123200;;;14,7;;5,424036281;;;;6,031608827;26,52;0,02652;;1,126857143;;;;0,0551;;;3,45;;34500;;28,47619048;;;32,56452;;0,49;6,08;;60800;;;;443,9047619;;;2,18;;0,65;;6500;;6,952380952;;28,73894656;;;185,3921569;;;;1690,403922;;;7,65;;;;;7,035;;;;;;134,3;;;;;;543,41;;;1,498095238;;14,7;;1,0;52,87;;528700,0;;5,602240896;;;6,963;;;154,4;;;0,7038;;0,99;;;0,0663803;;7,469654528;;;2686,947328;;1,49;;0,519031142;;3,3040188;;132,5714286;;;37,9255;;;40,36908881;;3,008458285;;;143,0;;;208,6;;256,88756515264333
